glac_id,glac_name,x,y,index_righ,POLITICAL_,NAME,WGMS_ID,PRIM_CLASS,GLIMS_ID
G007422E46008N,CHEILON GLACIER DE,7.422,46.008,105,CH,CHEILLON,375,5,
G009886E46384N,TSCHIERVA  VADRET DA,9.886,46.384,140,CH,TSCHIERVA,405,5,
G009895E46391N,None,9.895,46.391,140,CH,TSCHIERVA,405,5,
G007026E45991N,TRIENT GLACIER DU,7.026,45.991,138,CH,TRIENT,457,5,G007026E45991N
G007880E45990N,Findelengletscher,7.88,45.99,109,CH,FINDELEN,389,5,
G007457E45957N,OTEMMA GLACIER D',7.457,45.957,127,CH,OTEMMA,370,5,
G007702E46120N,TURTMANNGLETSCHER,7.702,46.12,143,CH,TURTMANN (WEST),385,5,
G008185E46529N,OBERAARGLETSCHER,8.185,46.529,124,CH,OBERAAR,451,5,
G137184E04084S,"Carstensz Glacier,",137.184,-4.084,254,ID,CARSTENSZ,1051,5,
G306775E67094N,None,-53.225,67.094,248,GL,AQQUTIKITSOQ,10417,5,G306775E67094N
G098704E28433N,None,98.704,28.433,167,CN,NAINUOGERU,847,5,G098704E28433N
G101916E29584N,Hailuo Creek Glacier,101.916,29.584,159,CN,HAILUOGOU,849,5,
G101855E29563N,Dagongba Glacier,101.855,29.563,157,CN,DAGONGBA,841,5,
G170492E43447S,None,170.492,-43.447,453,NZ,GREY & MAUD,1580,5,G170492E43447S
G101848E29595N,Xiaogongba Glacier,101.848,29.595,182,CN,XIAOGONGBA,840,5,
G323774E54434S,Gl. Cook (Oeste),-36.226,-54.434,252,GS,HEANEY,2871,5,
G323453E54383S,Gl. Harker,-36.547,-54.383,251,GS,HARKER,2868,5,
G323841E54577S,Gl. Ross,-36.159,-54.577,253,GS,ROSS,2869,5,
G168556E44463S,None,168.556,-44.463,474,NZ,WHITBOURNE,1583,5,G168556E44463S
G170174E43508S,None,170.174,-43.508,473,NZ,VICTORIA,3034,5,G170165E43501S
G170802E43324S,None,170.802,-43.324,461,NZ,MC COY,1572,5,G170802E43324S
G170225E43472S,None,170.225,-43.472,438,NZ,ALMER/SALISBURY,1548,5,G170222E43467S
G170225E43495S,None,170.225,-43.495,450,NZ,FRANZ JOSEF,899,5,G170220E43493S
G170913E43237S,None,170.913,-43.237,464,NZ,RAMSAY,1568,5,G170913E43237S
G170830E43280S,None,170.83,-43.28,459,NZ,LYELL,1567,5,
G170014E43683S,None,170.014,-43.683,445,NZ,DOUGLAS (KAR.),1601,5,G170009E43687S
G169966E43673S,None,169.966,-43.673,455,NZ,HORACE WALKER,1600,5,G169954E43668S
G168609E44455S,None,168.609,-44.455,444,NZ,DART,898,5,G168609E44455S
G170591E43444S,None,170.591,-43.444,452,NZ,GODLEY,1581,5,G170591E43444S
G170112E43607S,None,170.112,-43.607,454,NZ,HOOKER,1576,5,G170118E43618S
G168373E44434S,None,168.373,-44.434,448,NZ,FORGOTTEN COL,2282,5,
G170080E43623S,None,170.08,-43.623,471,NZ,STRAUCHON,1599,5,
G170361E43489S,None,170.361,-43.489,475,NZ,WHYMPER,1609,5,G170362E43486S
G169947E43804S,None,169.947,-43.804,465,NZ,RICHARDSON,1574,5,G169947E43804S
G169959E43779S,None,169.959,-43.779,458,NZ,LE BLANC,1595,5,G169959E43779S
G168578E44439S,None,168.578,-44.439,469,NZ,SNOW WHITE,1588,5,G168578E44439S
G170734E43324S,None,170.734,-43.324,437,NZ,ADAMS,2923,5,G170734E43324S
G170528E43268S,None,170.528,-43.268,467,NZ,SIEGE,1616,5,
G269123E79515N,"White Glacier,",-90.877,79.515,97,CA,WHITE,0,5,G269123E79515N
G282730E09653S,"Yanamarey,",-77.27,-9.653,481,PE,YANAMAREY,226,5,
G037314E00157S,"Lewis,",37.314,-0.157,357,KE,LEWIS,695,5,G037314E00157S
G137187E04068S,"E Northwall Firn,",137.187,-4.068,255,ID,MEREN,1050,5,
G288100E41188S,None,-71.9,-41.188,156,CL,VERDE,2012,5,
G289963E33120S,Gl. Grande del Nevado,-70.037,-33.12,20,AR,GRANDE DEL NEVADO DEL PLOMO,3304,5,
G288165E41175S,None,-71.835,-41.175,18,AR,CASTANO OVERO,918,5,
G288162E41175S,Gl. Casta?o Overa,-71.838,-41.175,18,AR,CASTANO OVERO,918,5,
G289986E32570S,Gl. de las Vacas,-70.014,-32.57,36,AR,VACAS,2849,5,
G290269E33382S,None,-69.731,-33.382,31,AR,TUPUNGATO,4528,5,
G289852E32593S,Gl.Piloto,-70.148,-32.593,27,AR,PILOTO ESTE,3589,5,
G288153E41157S,None,-71.847,-41.157,19,AR,FRIAS,1347,5,
G288159E41156S,Gl. Fr?as,-71.841,-41.156,19,AR,FRIAS,1347,5,
G288174E41166S,None,-71.826,-41.166,12,AR,ALERCE,1346,5,
G288172E41166S,Gl. Alerce,-71.828,-41.166,12,AR,ALERCE,1346,5,
G289424E35275S,Gl. Azufre,-70.576,-35.275,14,AR,AZUFRE,2851,5,
G289902E33030S,None,-70.098,-33.03,150,CL,JUNCAL NORTE,2001,5,
G289994E32681S,Gl. Horcones Inferior,-70.006,-32.681,22,AR,HORCONES INFERIOR,919,5,
G010513E46507N,Ortles Basso / Ortler Niederer,10.513,46.507,279,IT,BASSA DELL' ORTLES / ORTLERF. NIEDERER,1128,5,
G007908E45948N,Belvedere,7.908,45.948,280,IT,BELVEDERE (MACUGNAGA),618,5,
G007219E45477N,Grand Etret,7.219,45.477,302,IT,GRAND ETRET,1238,5,
G009753E46263N,Cassandra Est,9.753,46.263,286,IT,CASSANDRA OR.,1185,5,
G010633E46456N,Cevedale / Zufall,10.633,46.456,291,IT,CEVEDALE PRINCIPALE / ZUFALLF.,662,5,
G010473E46507N,Madaccio / Madatsch,10.473,46.507,316,IT,MADACCIO (VEDR. DEL) / MADATSCHF.,1129,5,
G010629E46442N,La Mare,10.629,46.442,307,IT,LA MARE (VEDRETTA DE),636,5,
G010734E46818N,Vallelunga / Langtauferer,10.734,46.818,346,IT,VALLELUNGA (VEDR. DI) / LANGTAUFERERF.,659,5,
G010558E46475N,Miniera,10.558,46.475,312,IT,LO ZEBRU (VEDRETTA DE),1160,5,
G007142E45337N,Sea-Tonini,7.142,45.337,339,IT,SEA,1299,5,
G011184E46953N,Malavalle / Übeltal,11.184,46.953,317,IT,MALAVALLE (VEDR. DI) / UEBELTALF.,672,5,
G010662E46230N,Presanella,10.662,46.23,333,IT,PRESANELLA,637,5,
G007663E45970N,Forca,7.663,45.97,295,IT,FORCA,1204,5,
G007581E45956N,Grandes Murailles,7.581,45.956,304,IT,GRANDES MURAILLES,622,5,
G009741E46261N,Preda Rossa,9.741,46.261,332,IT,PREDAROSSA,1182,5,
G007265E45549N,Gran Neyron Ovest,7.265,45.549,299,IT,GRAN NEYRON,1283,5,
G007887E45948N,Nordend,7.887,45.948,324,IT,NORDEND,1211,5,
G007045E45907N,Prè de Bar,7.045,45.907,331,IT,PRE DE BAR,681,5,
G010658E46213N,Nardis Ovest,10.658,46.213,323,IT,NARDIS OCC.,639,5,
G011228E46965N,Vedretta Pendente / Hangender,11.228,46.965,326,IT,PENDENTE (VEDR.) / HANGENDERF.,675,5,
G007260E45523N,Lavacciù,7.26,45.523,310,IT,LAVACCIU,1285,5,
G010535E46167N,Adamello,10.535,46.167,318,IT,MANDRONE,664,5,
G007794E45916N,Verra Piccolo - Castore,7.794,45.916,288,IT,CASTORE,1208,5,
G010571E46495N,Solda / Sulden,10.571,46.495,340,IT,SOLDA (VEDRETTA DI) / SULDENF.,660,5,
G007342E45528N,Money,7.342,45.528,321,IT,MONEY,1272,5,
G012146E46925N,Sassolungo Ovest/Westl. Lenkestein oder Lankstein,12.146,46.925,337,IT,SASSO LUNGO OCC. (VEDR. DI) / LENKSTEINF. WESTL.,678,5,
G010865E46154N,Camosci,10.865,46.154,308,IT,LAGOL,1154,5,
G007380E45524N,Valeille,7.38,45.524,344,IT,VALEILLE,1268,5,
G010461E46500N,Vitelli,10.461,46.5,351,IT,VITELLI,671,5,
G007858E45898N,Indren,7.858,45.898,306,IT,INDREN OCC.,1209,5,
G007028E45901N,Triolet,7.028,45.901,342,IT,TRIOLET,1227,5,
G010577E46153N,Lobbia,10.577,46.153,313,IT,LOBBIA,1150,5,
G007761E45922N,Verra Grande,7.761,45.922,349,IT,VERRA (GRANDE DI),1206,5,
G010810E46783N,None,10.81,46.783,42,AT,HOCHJOCH F.,492,5,
G010830E46790N,Hochjoch Ferner,10.83,46.79,42,AT,HOCHJOCH F.,492,5,
G012219E47064N,Lana / Äusseres Lahner,12.219,47.064,309,IT,LANA (VEDR. DI) / AEUSSERES LAHNER KEES,650,5,
G008087E46260N,Aurona E,8.087,46.26,277,IT,AURONA,616,5,
G010859E46549N,Orecchia / Hasenohr,10.859,46.549,334,IT,QUAIRA BIANCA (VEDR. DELLA) / WEISSKARF.,686,5,
G006819E45785N,Lex Blanche,6.819,45.785,311,IT,LEX BLANCHE,682,5,
G007846E45906N,Lys,7.846,45.906,315,IT,LYS,620,5,
G006830E45811N,Miage,6.83,45.811,319,IT,MIAGE,613,5,
G011715E46972N,Quaira Bianca / Weisskar,11.715,46.972,301,IT,GRAN PILASTRO (GHIAC. DEL) / GLIEDERF.,652,5,
G009837E46351N,Scerscen Inferiore,9.837,46.351,338,IT,SCERSCEN INFERIORE,1186,5,
G007022E45508N,Gliairetta-Vaudet,7.022,45.508,297,IT,GLIAIRETTA VAUDET,1248,5,
G007276E45599N,Trajo,7.276,45.599,341,IT,TRAJO,1278,5,
G007882E45908N,Piode,7.882,45.908,328,IT,PIODE,619,5,
G010609E46395N,Forni,10.609,46.395,296,IT,FORNI CENTRALE,670,5,
G010555E46377N,Dosegù,10.555,46.377,293,IT,DOSEGU,668,5,
G006628E45300N,None,6.628,45.3,198,FR,GEBROULAZ,352,5,
G007009E45873N,Frèbouzie,7.009,45.873,303,IT,GRANDES JORASSES,1224,5,
G010712E46808N,Barbadorso (Barbadorso di Dentro) / Barenbart,10.712,46.808,278,IT,BARBADORSO DI DENTRO / BAERENBARTF. INNERER,658,5,
G010598E46450N,Cedèc,10.598,46.45,289,IT,CEDEC,1165,5,
G010681E46458N,Vedretta Alta / Hohenferner,10.681,46.458,276,IT,ALTA (VEDRETTA) / HOHENF.,632,5,
G006899E45830N,Brenva,6.899,45.83,283,IT,BRENVA,615,5,
G006872E45809N,Brouillard,6.872,45.809,284,IT,BROUILLARD,608,5,
G010508E46165N,Frati,10.508,46.165,347,IT,VENEROCOLO,665,5,
G010534E46452N,Castelli Ovest,10.534,46.452,287,IT,CASTELLI OCC.,1163,5,
G007351E45541N,Patrì,7.351,45.541,327,IT,PENE BLANCHE,1270,5,
G010525E46196N,Pisgana Ovest,10.525,46.196,329,IT,PISGANA OCC.,666,5,
G010609E46466N,Vedretta Lunga / Langenferner,10.609,46.466,314,IT,LUNGA (VEDRETTA) / LANGENF.,661,5,
G008203E46301N,None,8.203,46.301,282,IT,BOCCARECCIO,1175,5,
G007561E46022N,None,7.561,46.022,122,CH,MONT MINE,378,5,
G008051E46566N,None,8.051,46.566,145,CH,UNTERER GRINDELWALD,443,5,
G008010E46463N,MITTELALETSCHGLETSCHER,8.01,46.463,119,CH,MITTELALETSCH,470,5,
G007867E46119N,RIEDGLETSCHER,7.867,46.119,129,CH,RIED,387,5,
G010185E46859N,None,10.185,46.859,44,AT,JAMTAL F.,480,5,
G010178E46854N,"Jamtal Ferner,",10.178,46.854,44,AT,JAMTAL F.,480,5,
G010144E46868N,Jamtal Ferner,10.144,46.868,44,AT,JAMTAL F.,480,5,
G012386E47103N,Schlaten Kees,12.386,47.103,54,AT,SCHLATEN K.,580,5,
G012678E47096N,Pasterzen Kees,12.678,47.096,52,AT,PASTERZE,566,5,
G011080E47001N,Sulztal Ferner,11.08,47.001,57,AT,SULZTAL F.,503,5,
G010102E46852N,Ochsentaler Gletscher,10.102,46.852,50,AT,OCHSENTALER G.,483,5,
G010987E46794N,Kleinleiten Ferner,10.987,46.794,40,AT,GURGLER F.,511,5,
G012246E47058N,Umbal Kees,12.246,47.058,59,AT,UMBAL K.,574,5,
G011021E46784N,Langtaler Ferner,11.021,46.784,45,AT,LANGTALER F.,510,5,
G010748E46850N,Gepatsch Ferner,10.748,46.85,39,AT,GEPATSCH F.,522,5,
G011128E47046N,Alpeiner Ferner,11.128,47.046,37,AT,ALPEINER F.,497,5,
G010889E46780N,Marzell Ferner,10.889,46.78,46,AT,MARZELL F.,515,5,
G012347E47131N,Untersulzbach Kees,12.347,47.131,60,AT,UNTERSULZBACH K.,582,5,
G012646E47110N,Oedenwinkel Kees,12.646,47.11,51,AT,OEDENWINKEL K.,559,5,
G008132E61573N,Storbrean,8.132,61.573,411,NO,STORBREEN,302,5,G008132E61573N
G008659E62680N,Vinnufonna,8.659,62.68,419,NO,VINNUFONNA,4513,5,
G074574E36571N,None,74.574,36.571,485,PK,BATURA,990,5,
G074546E36425N,None,74.546,36.425,494,PK,HASANABAD,998,5,
G074804E36123N,None,74.804,36.123,484,PK,BARPU,989,5,
G044537E42706N,None,44.537,42.706,216,GE,DEVDORAKI SOUTH,4565,5,
G043005E43089N,Tsaneri,43.005,43.089,243,GE,TSANERI NORTH,774,5,
G042838E43099N,Tviberi,42.838,43.099,236,GE,SERI,4547,5,
G042497E43168N,Kvishi,42.497,43.168,225,GE,KVISHI,1109,5,
G043016E43017N,Adishi,43.016,43.017,207,GE,ADISHI,4551,5,
G044416E42704N,Suatisi_Central,44.416,42.704,240,GE,SUATISI CENTRAL,770,5,
G041420E43362N,Marukhi Severniy,41.42,43.362,529,RU,MARUKHSKIY,727,5,
G046267E42350N,50,46.267,42.35,538,RU,YUGO-VOSTOCHNIY,778,5,
G042838E43120N,Tviberi,42.838,43.12,208,GE,ASMASHI,4548,5,
G044499E42692N,Gergeti,44.499,42.692,219,GE,GERGETI,768,5,
G043844E42752N,Tseya,43.844,42.752,536,RU,TSEYA,704,5,
G041843E43225N,Khakel,41.843,43.225,520,RU,KHAKEL,700,5,
G044522E42694N,None,44.522,42.694,206,GE,ABANO,767,5,
G043421E42876N,None,43.421,42.876,247,GE,ZOPKHITO,4557,5,
G043420E42875N,Chasakhtomi,43.42,42.875,247,GE,ZOPKHITO,4557,5,
G044754E42623N,Kibesha,44.754,42.623,222,GE,KIBESHA,772,5,
G043719E42767N,Boko,43.719,42.767,209,GE,BOKO,4560,5,
G042337E43141N,Shdavleri,42.337,43.141,237,GE,SHDAVLERI,4540,5,
G044443E42706N,Suatisi_Eastern,44.443,42.706,241,GE,SUATISI EASTERN,4564,5,
G042766E43151N,Lekhziri,42.766,43.151,230,GE,LEKHZIRI CENTRAL,4546,5,
G042522E43171N,Dolra,42.522,43.171,217,GE,DOLRA,4543,5,
G042950E43105N,Kvitlodi,42.95,43.105,226,GE,KVITLODI,4549,5,
G043128E42966N,Namkvami,43.128,42.966,233,GE,NAMKVANI,4554,5,
G044517E42715N,Devdoraki,44.517,42.715,214,GE,DEVDORAK,8495,5,G044523E42715N
G043157E42956N,Koruldashi,43.157,42.956,224,GE,KORULDASHI,783,5,
G041572E43240N,Sopruju_Southern,41.572,43.24,239,GE,SOPRUJU SOUTH,4538,5,
G043106E42983N,Shkhara,43.106,42.983,238,GE,SHKHARA,4553,5,
G042100E43207N,Sakeni,42.1,43.207,235,GE,SAKENI,4539,5,
G041406E43354N,Marukhi_Southern,41.406,43.354,231,GE,MARUKHI SOUTH,4537,5,
G042633E43131N,Ushba,42.633,43.131,245,GE,USHBA NORTH,4544,5,
G042766E43192N,Djankuat,42.766,43.192,516,RU,DJANKUAT,726,5,
G042693E43189N,Kashkatash,42.693,43.189,519,RU,KASHKATASH,4318,5,
G044483E42698N,Mna,44.483,42.698,232,GE,MNA,769,5,
G043043E42994N,Khalde,43.043,42.994,221,GE,KHALDE,4552,5,
G236327E47797N,Hoh Glacier WA,-123.673,47.797,735,US,HOH,191,5,
G236316E47813N,Blue Glacier WA,-123.684,47.813,697,US,BLUE GLACIER,210,5,
G236260E47804N,White Glacier WA,-123.74,47.804,796,US,WHITE,212,5,
G008461E61404N,Slettmarkbrean,8.461,61.404,410,NO,SLETTMARKBREEN,3603,5,
G014367E66003N,Corneliussenbreen,14.367,66.003,407,NO,CORNELIUSSENBREEN,3341,5,G014367E66003N
G014028E66722N,Tretten-null-to-breen,14.028,66.722,417,NO,TRETTEN-NULL-TOBREEN,312,5,G014028E66722N
G238199E48784N,Park Glacier WA,-121.801,48.784,756,US,PARK,1363,5,
G238260E46822N,Nisqually Glacier WA,-121.74,46.822,753,US,NISQUALLY,201,5,
G238290E46827N,Cowlitz Glacier WA,-121.71,46.827,712,US,COWLITZ,202,5,
G009278E46466N,Pizzo Ferrè,9.278,46.466,330,IT,PIZZO FERRE,1181,5,
G238169E48750N,Easton Glacier WA,-121.831,48.75,719,US,EASTON,1367,5,
G238936E48358N,South Cascade Glacier WA,-121.064,48.358,769,US,SOUTH CASCADE,205,5,
G238302E45388N,Coe Glacier OR,-121.698,45.388,710,US,COE,3564,5,
G238287E46868N,Emmons Glacier WA,-121.713,46.868,722,US,EMMONS,203,5,
G238208E48772N,Boulder Glacier WA,-121.792,48.772,698,US,BOULDER,1364,5,
G238190E48752N,Squak Glacier WA,-121.81,48.752,771,US,SQUAK,1366,5,
G238232E46829N,Kautz Glacier WA,-121.768,46.829,740,US,KAUTZ,200,5,
G238908E48572N,North Klawatti Glacier WA,-121.092,48.572,755,US,NORTH KLAWATTI,1664,5,
G238200E48757N,Talum Glaciers WA,-121.8,48.757,775,US,TALUM,1365,5,
G246276E48753N,Grinnell Glacier MT,-113.724,48.753,731,US,GRINNELL,217,5,
G238229E46907N,Carbon Glacier WA,-121.771,46.907,701,US,CARBON,204,5,
G010639E46452N,Forcola / Furkele,10.639,46.452,290,IT,CEVEDALE FORCOLA / FUERKELEF.,663,5,
G009919E46350N,Marinelli,9.919,46.35,294,IT,FELLARIA OCC.,627,5,
G007256E45516N,Gran Paradiso,7.256,45.516,300,IT,GRAN PARADISO,1235,5,
G087674E50129N,None,87.674,50.129,521,RU,KORUMDU,793,5,
G018428E68052N,E Bossusglaciaren,18.428,68.052,548,SE,PASSUSJIETNA E,331,5,G018428E68052N
G018496E67910N,Rabots glaciar,18.496,67.91,550,SE,RABOTS GLACIAER,334,5,
G018686E68081N,Moarhmmaglaciaren,18.686,68.081,545,SE,MARMAGLACIAEREN,1461,5,G018686E68081N
G018434E67976N,E Reaiddaglaciaren,18.434,67.976,557,SE,UNNA RAEITA GLACIAEREN,343,5,G018434E67976N
G018569E67903N,Storglaciaren,18.569,67.903,554,SE,STORGLACIAEREN,332,5,G018569E67903N
G018384E68049N,W Bossusglaciaren,18.384,68.049,549,SE,PASSUSJIETNA W,345,5,G018384E68049N
G018399E67969N,W Reaiddaglaciaren,18.399,67.969,555,SE,STOUR RAEITAGLACIAEREN,335,5,G018399E67969N
G018325E68360N,Gorsajokeln,18.325,68.36,542,SE,KARSOJIETNA,330,5,G018325E68360N
G018574E68151N,Goduglaciaren,18.574,68.151,544,SE,KUOTOTJAKKAGLACIAEREN,328,5,G018574E68151N
G018603E67938N,SE Kaskasatjakkaglaciaren,18.603,67.938,543,SE,KASKASATJ SE,329,5,G018603E67938N
G018564E67915N,Isfallsglaciaren,18.564,67.915,541,SE,ISFALLSGLACIAEREN,333,5,G018564E67915N
G017443E67410N,Oarjep Ruohtesjiegna,17.443,67.41,552,SE,RUOTESJEKNA,337,5,
G017468E67583N,None,17.468,67.583,540,SE,HYLLGLACIAEREN,344,5,G017468E67583N
G017655E67449N,Vardasjiegna,17.655,67.449,558,SE,VARTASJEKNA,339,5,G017655E67449N
G017571E67471N,Suottasjjiegna,17.571,67.471,556,SE,SUOTTASJEKNA,336,5,G017571E67471N
G017693E67415N,Mihkajiegna,17.693,67.415,546,SE,MIKKAJEKNA,338,5,G017693E67415N
G042869E43218N,None,42.869,43.218,539,RU,YUNOM,725,5,
G341345E65711N,Gljufurarjokull,-18.655,65.711,274,IS,GLJUFURARJOKULL,3080,5,G341343E65712N
G341633E65586N,None,-18.367,65.586,273,IS,BAEGISARJOKULL,3059,5,
G017655E67172N,Barddejiegna,17.655,67.172,547,SE,PARTEJEKNA,327,5,G017655E67172N
G016401E67130N,Salajiegna,16.401,67.13,553,SE,SALAJEKNA,341,5,
G072755E38852N,None,72.755,38.852,664,TJ,NO.572.14.03.08,2132,5,
G072757E38851N,None,72.757,38.851,664,TJ,NO.572.14.03.08,2132,5,
G077231E43080N,S.Stalskogo,77.231,43.08,395,KZ,DZHAMBUL,1099,5,
G212227E61302N,BALTIMORE,-147.773,61.302,692,US,BALTIMORE,105,5,
G170194E43578S,FRESHFIELD,170.194,-43.578,451,NZ,FRESHFIELD,2966,5,
G302049E63932S,Whisky Glacier,-57.951,-63.932,11,AQ,WHISKY GLACIER (IJR-45),10403,5,G301946E63935S
G237393E50422N,Place Glacier,-122.607,50.422,81,CA,PLACE,41,5,
G236152E51370N,None,-123.848,51.37,70,CA,ELKIN,62,5,
G236573E50439N,None,-123.427,50.439,88,CA,TERRIFIC,15,5,
G237176E50016N,Overlord Glacier,-122.824,50.016,79,CA,OVERLORD,43,5,
G236021E50479N,None,-123.979,50.479,95,CA,WAVE,14,5,
G237201E50137N,Wedgemount Glacier,-122.799,50.137,96,CA,WEDGEMOUNT,42,5,
G237020E49886N,Sentinel Glacier,-122.98,49.886,85,CA,SENTINEL,44,5,
G235508E51231N,None,-124.492,51.231,93,CA,UNNAMED CD5075,65,5,
G243446E51658N,Peyto Glacier,-116.554,51.658,80,CA,PEYTO,57,5,
G236115E50372N,Clendinning Glacier,-123.885,50.372,67,CA,CLENDENNING,17,5,
G239539E53028N,None,-120.461,53.028,66,CA,CASTLE CREEK,3349,5,
G234818E51352N,Tiedemann Glacier,-125.182,51.352,89,CA,TIEDEMANN,24,5,
G214814E63241N,Gakona Glacier,-145.186,63.241,726,US,GAKONA,1663,5,
G215065E60677N,Childs Glacier,-144.935,60.677,707,US,CHILDS,152,5,
G080221E41883N,None,80.221,41.883,173,CN,SAYIGAPEIR,868,5,G080154E41960N
G290238E33349S,None,-69.762,-33.349,35,AR,TUPUNGATO 04,2855,5,